"Week","Day","Date","Time","W.T","L.T","PtsW","PtsL","YdsW","TOW","YdsL","TOL","Home","Away","T","HW","HL","AW","AL","Season","Home_Coach","Away_Coach"
12,"Sun","11/18/1984","1:00PM","Cleveland Browns","Atlanta Falcons",23,7,330,2,210,4,0,1,0,0,1,1,0,1984,"Dan Henning","Sam Rutigliano"
12,"Sun","11/18/1984","1:00PM","Buffalo Bills","Dallas Cowboys",14,3,307,2,297,3,1,0,0,1,0,0,1,1984,"Kay Stephenson","Tom Landry"
12,"Sun","11/18/1984","1:00PM","Chicago Bears","Detroit Lions",16,14,331,0,167,1,1,0,0,1,0,0,1,1984,"Mike Ditka","Monte Clark"
12,"Sun","11/18/1984","1:00PM","Seattle Seahawks","Cincinnati Bengals",26,6,224,1,277,5,0,1,0,0,1,1,0,1984,"Sam Wyche","Chuck Knox"
12,"Sun","11/18/1984","1:00PM","New England Patriots","Indianapolis Colts",50,17,377,0,266,1,0,1,0,0,1,1,0,1984,"Frank Kush","Raymond Berry"
12,"Sun","11/18/1984","1:00PM","New York Giants","St. Louis Cardinals",16,10,267,2,336,6,1,0,0,1,0,0,1,1984,"Bill Parcells","Jim Hanifan"
12,"Sun","11/18/1984","1:00PM","Green Bay Packers","Los Angeles Rams",31,6,314,2,297,4,1,0,0,1,0,0,1,1984,"Forrest Gregg","John Robinson"
12,"Sun","11/18/1984","1:00PM","Philadelphia Eagles","Washington Redskins",16,10,165,2,261,6,1,0,0,1,0,0,1,1984,"Marion Campbell","Joe Gibbs"
12,"Sun","11/18/1984","4:00PM","Denver Broncos","Minnesota Vikings",42,21,435,2,314,5,1,0,0,1,0,0,1,1984,"Dan Reeves","Les Steckel"
12,"Sun","11/18/1984","4:00PM","Los Angeles Raiders","Kansas City Chiefs",17,7,299,3,182,3,1,0,0,1,0,0,1,1984,"Tom Flores","John Mackovic"
12,"Sun","11/18/1984","4:00PM","San Diego Chargers","Miami Dolphins",34,28,537,1,434,3,1,0,0,1,0,0,1,1984,"Don Coryell","Don Shula"
12,"Sun","11/18/1984","4:00PM","Houston Oilers","New York Jets",31,20,402,2,341,2,1,0,0,1,0,0,1,1984,"Hugh Campbell","Joe Walton"
12,"Sun","11/18/1984","4:00PM","San Francisco 49ers","Tampa Bay Buccaneers",24,17,428,3,397,3,1,0,0,1,0,0,1,1984,"Bill Walsh","John McKay"
12,"Mon","11/19/1984","9:00PM","New Orleans Saints","Pittsburgh Steelers",27,24,265,3,332,4,1,0,0,1,0,0,1,1984,"Bum Phillips","Chuck Noll"
13,"Thu","11/22/1984","12:30PM","Detroit Lions","Green Bay Packers",31,28,539,2,306,2,1,0,0,1,0,0,1,1984,"Monte Clark","Forrest Gregg"
13,"Thu","11/22/1984","4:00PM","Dallas Cowboys","New England Patriots",20,17,342,2,297,1,1,0,0,1,0,0,1,1984,"Tom Landry","Raymond Berry"
13,"Sun","11/25/1984","1:00PM","Cincinnati Bengals","Atlanta Falcons",35,14,392,1,314,3,1,0,0,1,0,0,1,1984,"Sam Wyche","Dan Henning"
13,"Sun","11/25/1984","1:00PM","Washington Redskins","Buffalo Bills",41,14,421,3,171,3,1,0,0,1,0,0,1,1984,"Joe Gibbs","Kay Stephenson"
13,"Sun","11/25/1984","1:00PM","Cleveland Browns","Houston Oilers",27,10,262,2,147,2,1,0,0,1,0,0,1,1984,"Sam Rutigliano","Hugh Campbell"
13,"Sun","11/25/1984","1:00PM","St. Louis Cardinals","Philadelphia Eagles",17,16,219,3,291,2,1,0,0,1,0,0,1,1984,"Jim Hanifan","Marion Campbell"
13,"Sun","11/25/1984","1:00PM","New York Giants","Kansas City Chiefs",28,27,471,3,340,2,1,0,0,1,0,0,1,1984,"Bill Parcells","John Mackovic"
13,"Sun","11/25/1984","1:00PM","Pittsburgh Steelers","San Diego Chargers",52,24,445,0,422,5,1,0,0,1,0,0,1,1984,"Chuck Noll","Don Coryell"
13,"Sun","11/25/1984","1:00PM","Los Angeles Rams","Tampa Bay Buccaneers",34,33,367,1,406,2,0,1,0,0,1,1,0,1984,"John McKay","John Robinson"
13,"Sun","11/25/1984","4:00PM","Chicago Bears","Minnesota Vikings",34,3,399,0,161,2,0,1,0,0,1,1,0,1984,"Les Steckel","Mike Ditka"
13,"Sun","11/25/1984","4:00PM","Los Angeles Raiders","Indianapolis Colts",21,7,283,3,158,2,1,0,0,1,0,0,1,1984,"Tom Flores","Frank Kush"
13,"Sun","11/25/1984","4:00PM","Seattle Seahawks","Denver Broncos",27,24,466,0,351,2,0,1,0,0,1,1,0,1984,"Dan Reeves","Chuck Knox"
13,"Sun","11/25/1984","4:00PM","San Francisco 49ers","New Orleans Saints",35,3,407,0,201,1,0,1,0,0,1,1,0,1984,"Bum Phillips","Bill Walsh"
13,"Mon","11/26/1984","9:00PM","Miami Dolphins","New York Jets",28,17,337,1,401,1,1,0,0,1,0,0,1,1984,"Don Shula","Joe Walton"
14,"Thu","11/29/1984","9:00PM","Washington Redskins","Minnesota Vikings",31,17,346,1,370,4,0,1,0,0,1,1,0,1984,"Les Steckel","Joe Gibbs"
14,"Sun","12/2/1984","1:00PM","San Francisco 49ers","Atlanta Falcons",35,17,290,3,414,6,0,1,0,0,1,1,0,1984,"Dan Henning","Bill Walsh"
14,"Sun","12/2/1984","1:00PM","Buffalo Bills","Indianapolis Colts",21,15,259,2,241,4,1,0,0,1,0,0,1,1984,"Kay Stephenson","Frank Kush"
14,"Sun","12/2/1984","1:00PM","Cincinnati Bengals","Cleveland Browns",20,17,348,1,279,0,0,1,0,0,1,1,0,1984,"Sam Rutigliano","Sam Wyche"
14,"Sun","12/2/1984","1:00PM","St. Louis Cardinals","New England Patriots",33,10,305,1,223,3,0,1,0,0,1,1,0,1984,"Raymond Berry","Jim Hanifan"
14,"Sun","12/2/1984","1:00PM","Dallas Cowboys","Philadelphia Eagles",26,10,286,6,173,4,0,1,0,0,1,1,0,1984,"Marion Campbell","Tom Landry"
14,"Sun","12/2/1984","1:00PM","Kansas City Chiefs","Denver Broncos",16,13,318,3,309,3,1,0,0,1,0,0,1,1984,"John Mackovic","Dan Reeves"
14,"Sun","12/2/1984","1:00PM","Green Bay Packers","Tampa Bay Buccaneers",27,14,311,4,275,6,1,0,0,1,0,0,1,1984,"Forrest Gregg","John McKay"
14,"Sun","12/2/1984","1:00PM","New York Giants","New York Jets",20,10,385,1,408,3,0,1,0,0,1,1,0,1984,"Joe Walton","Bill Parcells"
14,"Sun","12/2/1984","1:00PM","Houston Oilers","Pittsburgh Steelers",23,20,424,3,272,3,1,0,0,1,0,0,1,1984,"Hugh Campbell","Chuck Noll"
14,"Sun","12/2/1984","4:00PM","Seattle Seahawks","Detroit Lions",38,17,388,2,247,2,1,0,0,1,0,0,1,1984,"Chuck Knox","Monte Clark"
14,"Sun","12/2/1984","4:00PM","Los Angeles Raiders","Miami Dolphins",45,34,404,2,515,2,0,1,0,0,1,1,0,1984,"Don Shula","Tom Flores"
14,"Sun","12/2/1984","4:00PM","Los Angeles Rams","New Orleans Saints",34,21,341,4,224,5,1,0,0,1,0,0,1,1984,"John Robinson","Bum Phillips"
14,"Mon","12/3/1984","9:00PM","San Diego Chargers","Chicago Bears",20,7,313,2,307,3,1,0,0,1,0,0,1,1984,"Don Coryell","Mike Ditka"
15,"Sat","12/8/1984","12:30PM","New York Jets","Buffalo Bills",21,17,343,4,222,3,1,0,0,1,0,0,1,1984,"Joe Walton","Kay Stephenson"
15,"Sat","12/8/1984","4:00PM","San Francisco 49ers","Minnesota Vikings",51,7,521,0,265,1,1,0,0,1,0,0,1,1984,"Bill Walsh","Les Steckel"
15,"Sun","12/9/1984","1:00PM","Tampa Bay Buccaneers","Atlanta Falcons",23,6,335,0,274,2,1,0,0,1,0,0,1,1984,"John McKay","Dan Henning"
15,"Sun","12/9/1984","1:00PM","Green Bay Packers","Chicago Bears",20,14,287,2,301,5,0,1,0,0,1,1,0,1984,"Mike Ditka","Forrest Gregg"
15,"Sun","12/9/1984","1:00PM","Cincinnati Bengals","New Orleans Saints",24,21,279,0,420,4,0,1,0,0,1,1,0,1984,"Bum Phillips","Sam Wyche"
15,"Sun","12/9/1984","1:00PM","Pittsburgh Steelers","Cleveland Browns",23,20,347,2,342,4,1,0,0,1,0,0,1,1984,"Chuck Noll","Sam Rutigliano"
15,"Sun","12/9/1984","1:00PM","Miami Dolphins","Indianapolis Colts",35,17,462,2,260,2,0,1,0,0,1,1,0,1984,"Frank Kush","Don Shula"
15,"Sun","12/9/1984","1:00PM","St. Louis Cardinals","New York Giants",31,21,405,2,307,2,1,0,0,1,0,0,1,1984,"Jim Hanifan","Bill Parcells"
15,"Sun","12/9/1984","1:00PM","Kansas City Chiefs","Seattle Seahawks",34,7,416,0,373,6,1,0,0,1,0,0,1,1984,"John Mackovic","Chuck Knox"
15,"Sun","12/9/1984","1:00PM","Philadelphia Eagles","New England Patriots",27,17,306,1,337,1,1,0,0,1,0,0,1,1984,"Marion Campbell","Raymond Berry"
15,"Sun","12/9/1984","4:00PM","Washington Redskins","Dallas Cowboys",30,28,299,0,387,4,0,1,0,0,1,1,0,1984,"Tom Landry","Joe Gibbs"
15,"Sun","12/9/1984","4:00PM","Denver Broncos","San Diego Chargers",16,13,343,4,234,0,1,0,0,1,0,0,1,1984,"Dan Reeves","Don Coryell"
15,"Sun","12/9/1984","4:00PM","Los Angeles Rams","Houston Oilers",27,16,453,0,338,2,1,0,0,1,0,0,1,1984,"John Robinson","Hugh Campbell"
15,"Mon","12/10/1984","8:00PM","Los Angeles Raiders","Detroit Lions",24,3,347,2,257,2,0,1,0,0,1,1,0,1984,"Monte Clark","Tom Flores"
16,"Fri","12/14/1984","9:00PM","San Francisco 49ers","Los Angeles Rams",19,16,289,0,355,1,1,0,0,1,0,0,1,1984,"Bill Walsh","John Robinson"
16,"Sat","12/15/1984","12:30PM","New Orleans Saints","New York Giants",10,3,238,1,189,2,0,1,0,0,1,1,0,1984,"Bill Parcells","Bum Phillips"
16,"Sat","12/15/1984","4:00PM","Denver Broncos","Seattle Seahawks",31,14,291,4,385,3,0,1,0,0,1,1,0,1984,"Chuck Knox","Dan Reeves"
16,"Sun","12/16/1984","1:00PM","Cincinnati Bengals","Buffalo Bills",52,21,419,2,345,3,1,0,0,1,0,0,1,1984,"Sam Wyche","Kay Stephenson"
16,"Sun","12/16/1984","1:00PM","Chicago Bears","Detroit Lions",30,13,293,3,196,2,0,1,0,0,1,1,0,1984,"Monte Clark","Mike Ditka"
16,"Sun","12/16/1984","1:00PM","Cleveland Browns","Houston Oilers",27,20,399,1,396,1,0,1,0,0,1,1,0,1984,"Hugh Campbell","Sam Rutigliano"
16,"Sun","12/16/1984","1:00PM","New England Patriots","Indianapolis Colts",16,10,235,1,239,2,1,0,0,1,0,0,1,1984,"Raymond Berry","Hal Hunter"
16,"Sun","12/16/1984","1:00PM","Washington Redskins","St. Louis Cardinals",29,27,356,1,487,2,1,0,0,1,0,0,1,1984,"Joe Gibbs","Jim Hanifan"
16,"Sun","12/16/1984","1:00PM","Green Bay Packers","Minnesota Vikings",38,14,448,4,241,4,0,1,0,0,1,1,0,1984,"Les Steckel","Forrest Gregg"
16,"Sun","12/16/1984","1:00PM","Tampa Bay Buccaneers","New York Jets",41,21,346,2,252,3,1,0,0,1,0,0,1,1984,"John McKay","Joe Walton"
16,"Sun","12/16/1984","4:00PM","Atlanta Falcons","Philadelphia Eagles",26,10,313,2,361,4,1,0,0,1,0,0,1,1984,"Dan Henning","Marion Campbell"
16,"Sun","12/16/1984","4:00PM","Kansas City Chiefs","San Diego Chargers",42,21,399,0,443,0,0,1,0,0,1,1,0,1984,"Don Coryell","John Mackovic"
16,"Sun","12/16/1984","4:00PM","Pittsburgh Steelers","Los Angeles Raiders",13,7,365,2,188,2,0,1,0,0,1,1,0,1984,"Tom Flores","Chuck Noll"
16,"Mon","12/17/1984","9:00PM","Miami Dolphins","Dallas Cowboys",28,21,389,3,316,2,1,0,0,1,0,0,1,1984,"Don Shula","Tom Landry"
0,"Sat","12/22/1984","4:00PM","Seattle Seahawks","Los Angeles Raiders",13,7,251,0,240,3,1,0,0,1,0,0,1,1984,"Chuck Knox","Tom Flores"
0,"Sun","12/23/1984","3:30PM","New York Giants","Los Angeles Rams",16,13,192,0,214,2,0,1,0,0,1,1,0,1984,"John Robinson","Bill Parcells"
0,"Sat","12/29/1984","12:30PM","Miami Dolphins","Seattle Seahawks",31,10,405,2,267,1,1,0,0,1,0,0,1,1984,"Don Shula","Chuck Knox"
0,"Sat","12/29/1984","4:00PM","San Francisco 49ers","New York Giants",21,10,412,3,260,3,1,0,0,1,0,0,1,1984,"Bill Walsh","Bill Parcells"
0,"Sun","12/30/1984","12:30PM","Chicago Bears","Washington Redskins",23,19,310,1,336,1,0,1,0,0,1,1,0,1984,"Joe Gibbs","Mike Ditka"
0,"Sun","12/30/1984","4:00PM","Pittsburgh Steelers","Denver Broncos",24,17,381,2,250,2,0,1,0,0,1,1,0,1984,"Dan Reeves","Chuck Noll"
0,"Sun","1/6/1985","12:30PM","Miami Dolphins","Pittsburgh Steelers",45,28,569,2,455,4,1,0,0,1,0,0,1,1984,"Don Shula","Chuck Noll"
0,"Sun","1/6/1985","4:00PM","San Francisco 49ers","Chicago Bears",23,0,387,2,186,1,1,0,0,1,0,0,1,1984,"Bill Walsh","Mike Ditka"
0,"Sun","1/20/1985","6:00PM","San Francisco 49ers","Miami Dolphins",38,16,537,2,314,2,0,0,0,0,0,0,0,1984,"Don Shula","Bill Walsh"
1,"Sun","9/8/1985","1:00PM","Detroit Lions","Atlanta Falcons",28,27,286,2,300,1,0,1,0,0,1,1,0,1985,"Dan Henning","Darryl Rogers"
1,"Sun","9/8/1985","1:00PM","Chicago Bears","Tampa Bay Buccaneers",38,28,436,3,307,2,1,0,0,1,0,0,1,1985,"Mike Ditka","Leeman Bennett"
1,"Sun","9/8/1985","1:00PM","Seattle Seahawks","Cincinnati Bengals",28,24,297,0,344,1,0,1,0,0,1,1,0,1985,"Sam Wyche","Chuck Knox"
1,"Sun","9/8/1985","1:00PM","St. Louis Cardinals","Cleveland Browns",27,24,286,0,357,3,0,1,0,0,1,1,0,1985,"Marty Schottenheimer","Jim Hanifan"
1,"Sun","9/8/1985","1:00PM","Pittsburgh Steelers","Indianapolis Colts",45,3,445,1,159,2,1,0,0,1,0,0,1,1985,"Chuck Noll","Rod Dowhower"
1,"Sun","9/8/1985","1:00PM","New England Patriots","Green Bay Packers",26,20,410,5,205,2,1,0,0,1,0,0,1,1985,"Raymond Berry","Forrest Gregg"
1,"Sun","9/8/1985","1:00PM","Kansas City Chiefs","New Orleans Saints",47,27,504,3,304,4,0,1,0,0,1,1,0,1985,"Bum Phillips","John Mackovic"
1,"Sun","9/8/1985","1:00PM","Houston Oilers","Miami Dolphins",26,23,394,4,360,3,1,0,0,1,0,0,1,1985,"Hugh Campbell","Don Shula"
1,"Sun","9/8/1985","1:00PM","Minnesota Vikings","San Francisco 49ers",28,21,268,1,489,7,1,0,0,1,0,0,1,1985,"Bud Grant","Bill Walsh"
1,"Sun","9/8/1985","1:00PM","New York Giants","Philadelphia Eagles",21,0,317,2,168,1,1,0,0,1,0,0,1,1985,"Bill Parcells","Marion Campbell"
1,"Sun","9/8/1985","4:00PM","San Diego Chargers","Buffalo Bills",14,9,308,2,455,3,0,1,0,0,1,1,0,1985,"Kay Stephenson","Don Coryell"
1,"Sun","9/8/1985","4:00PM","Los Angeles Rams","Denver Broncos",20,16,285,3,277,3,1,0,0,1,0,0,1,1985,"John Robinson","Dan Reeves"
1,"Sun","9/8/1985","4:00PM","Los Angeles Raiders","New York Jets",31,0,356,0,193,2,1,0,0,1,0,0,1,1985,"Tom Flores","Joe Walton"
1,"Mon","9/9/1985","9:00PM","Dallas Cowboys","Washington Redskins",44,14,319,1,369,7,1,0,0,1,0,0,1,1985,"Tom Landry","Joe Gibbs"
2,"Thu","9/12/1985","8:00PM","Kansas City Chiefs","Los Angeles Raiders",36,20,325,1,340,5,1,0,0,1,0,0,1,1985,"John Mackovic","Tom Flores"
2,"Sun","9/15/1985","1:00PM","New York Jets","Buffalo Bills",42,3,532,0,270,5,1,0,0,1,0,0,1,1985,"Joe Walton","Kay Stephenson"
2,"Sun","9/15/1985","1:00PM","Chicago Bears","New England Patriots",20,7,369,2,206,4,1,0,0,1,0,0,1,1985,"Mike Ditka","Raymond Berry"
2,"Sun","9/15/1985","1:00PM","St. Louis Cardinals","Cincinnati Bengals",41,27,447,2,370,2,1,0,0,1,0,0,1,1985,"Jim Hanifan","Sam Wyche"
2,"Sun","9/15/1985","1:00PM","Miami Dolphins","Indianapolis Colts",30,13,486,1,298,1,1,0,0,1,0,0,1,1985,"Don Shula","Rod Dowhower"
2,"Sun","9/15/1985","1:00PM","Detroit Lions","Dallas Cowboys",26,21,200,1,554,5,1,0,0,1,0,0,1,1985,"Darryl Rogers","Tom Landry"
2,"Sun","9/15/1985","1:00PM","Washington Redskins","Houston Oilers",16,13,333,3,188,0,1,0,0,1,0,0,1,1985,"Joe Gibbs","Hugh Campbell"
2,"Sun","9/15/1985","1:00PM","Los Angeles Rams","Philadelphia Eagles",17,6,334,2,300,7,0,1,0,0,1,1,0,1985,"Marion Campbell","John Robinson"
2,"Sun","9/15/1985","4:00PM","San Francisco 49ers","Atlanta Falcons",35,16,380,1,253,1,1,0,0,1,0,0,1,1985,"Bill Walsh","Dan Henning"
2,"Sun","9/15/1985","4:00PM","Denver Broncos","New Orleans Saints",34,23,432,2,342,1,1,0,0,1,0,0,1,1985,"Dan Reeves","Bum Phillips"
2,"Sun","9/15/1985","4:00PM","Green Bay Packers","New York Giants",23,20,290,2,315,1,1,0,0,1,0,0,1,1985,"Forrest Gregg","Bill Parcells"
2,"Sun","9/15/1985","4:00PM","Minnesota Vikings","Tampa Bay Buccaneers",31,16,262,2,349,5,0,1,0,0,1,1,0,1985,"Leeman Bennett","Bud Grant"
2,"Sun","9/15/1985","4:00PM","Seattle Seahawks","San Diego Chargers",49,35,489,0,557,4,0,1,0,0,1,1,0,1985,"Don Coryell","Chuck Knox"
2,"Mon","9/16/1985","9:00PM","Cleveland Browns","Pittsburgh Steelers",17,7,293,1,216,2,1,0,0,1,0,0,1,1985,"Marty Schottenheimer","Chuck Noll"
3,"Thu","9/19/1985","8:00PM","Chicago Bears","Minnesota Vikings",33,24,480,1,445,5,0,1,0,0,1,1,0,1985,"Bud Grant","Mike Ditka"
3,"Sun","9/22/1985","1:00PM","Denver Broncos","Atlanta Falcons",44,28,428,2,341,2,0,1,0,0,1,1,0,1985,"Dan Henning","Dan Reeves"
3,"Sun","9/22/1985","1:00PM","New England Patriots","Buffalo Bills",17,14,227,2,306,1,0,1,0,0,1,1,0,1985,"Kay Stephenson","Raymond Berry"
3,"Sun","9/22/1985","1:00PM","San Diego Chargers","Cincinnati Bengals",44,41,517,3,448,5,0,1,0,0,1,1,0,1985,"Sam Wyche","Don Coryell"
3,"Sun","9/22/1985","1:00PM","Dallas Cowboys","Cleveland Browns",20,7,343,2,297,3,1,0,0,1,0,0,1,1985,"Tom Landry","Marty Schottenheimer"
3,"Sun","9/22/1985","1:00PM","Indianapolis Colts","Detroit Lions",14,6,355,3,204,2,1,0,0,1,0,0,1,1985,"Rod Dowhower","Darryl Rogers"
3,"Sun","9/22/1985","1:00PM","New York Giants","St. Louis Cardinals",27,17,318,1,289,3,1,0,0,1,0,0,1,1985,"Bill Parcells","Jim Hanifan"
3,"Sun","9/22/1985","1:00PM","New Orleans Saints","Tampa Bay Buccaneers",20,13,338,2,334,3,1,0,0,1,0,0,1,1985,"Bum Phillips","Leeman Bennett"
3,"Sun","9/22/1985","1:00PM","Pittsburgh Steelers","Houston Oilers",20,0,335,0,134,2,1,0,0,1,0,0,1,1985,"Chuck Noll","Hugh Campbell"
3,"Sun","9/22/1985","1:00PM","Philadelphia Eagles","Washington Redskins",19,6,327,1,257,2,0,1,0,0,1,1,0,1985,"Joe Gibbs","Marion Campbell"
3,"Sun","9/22/1985","4:00PM","New York Jets","Green Bay Packers",24,3,226,0,193,4,0,1,0,0,1,1,0,1985,"Forrest Gregg","Joe Walton"
3,"Sun","9/22/1985","4:00PM","Miami Dolphins","Kansas City Chiefs",31,0,391,2,284,2,1,0,0,1,0,0,1,1985,"Don Shula","John Mackovic"
3,"Sun","9/22/1985","4:00PM","San Francisco 49ers","Los Angeles Raiders",34,10,352,2,280,3,0,1,0,0,1,1,0,1985,"Tom Flores","Bill Walsh"
3,"Mon","9/23/1985","9:00PM","Los Angeles Rams","Seattle Seahawks",35,24,357,5,314,5,0,1,0,0,1,1,0,1985,"Chuck Knox","John Robinson"
4,"Sun","9/29/1985","1:00PM","Minnesota Vikings","Buffalo Bills",27,20,338,1,277,2,0,1,0,0,1,1,0,1985,"Kay Stephenson","Bud Grant"
4,"Sun","9/29/1985","1:00PM","Chicago Bears","Washington Redskins",45,10,250,1,376,3,1,0,0,1,0,0,1,1985,"Mike Ditka","Joe Gibbs"
4,"Sun","9/29/1985","1:00PM","St. Louis Cardinals","Green Bay Packers",43,28,397,1,454,3,1,0,0,1,0,0,1,1985,"Jim Hanifan","Forrest Gregg"
4,"Sun","9/29/1985","1:00PM","Dallas Cowboys","Houston Oilers",17,10,339,0,214,5,0,1,0,0,1,1,0,1985,"Hugh Campbell","Tom Landry"
4,"Sun","9/29/1985","1:00PM","Detroit Lions","Tampa Bay Buccaneers",30,9,315,1,277,4,1,0,0,1,0,0,1,1985,"Darryl Rogers","Leeman Bennett"
4,"Sun","9/29/1985","1:00PM","Kansas City Chiefs","Seattle Seahawks",28,7,165,4,369,7,1,0,0,1,0,0,1,1985,"John Mackovic","Chuck Knox"
4,"Sun","9/29/1985","1:00PM","Los Angeles Raiders","New England Patriots",35,20,296,2,287,4,0,1,0,0,1,1,0,1985,"Raymond Berry","Tom Flores"
4,"Sun","9/29/1985","1:00PM","New York Giants","Philadelphia Eagles",16,10,338,3,168,1,0,1,0,0,1,1,0,1985,"Marion Campbell","Bill Parcells"
4,"Sun","9/29/1985","4:00PM","Los Angeles Rams","Atlanta Falcons",17,6,283,0,258,1,1,0,0,1,0,0,1,1985,"John Robinson","Dan Henning"
4,"Sun","9/29/1985","4:00PM","Cleveland Browns","San Diego Chargers",21,7,440,1,275,2,0,1,0,0,1,1,0,1985,"Don Coryell","Marty Schottenheimer"
4,"Sun","9/29/1985","4:00PM","New York Jets","Indianapolis Colts",25,20,392,1,320,1,1,0,0,1,0,0,1,1985,"Joe Walton","Rod Dowhower"
4,"Sun","9/29/1985","4:00PM","Miami Dolphins","Denver Broncos",30,26,418,1,395,2,0,1,0,0,1,1,0,1985,"Dan Reeves","Don Shula"
4,"Sun","9/29/1985","4:00PM","New Orleans Saints","San Francisco 49ers",20,17,354,3,231,3,0,1,0,0,1,1,0,1985,"Bill Walsh","Bum Phillips"
4,"Mon","9/30/1985","9:00PM","Cincinnati Bengals","Pittsburgh Steelers",37,24,366,2,453,3,0,1,0,0,1,1,0,1985,"Chuck Noll","Sam Wyche"
5,"Sun","10/6/1985","1:00PM","San Francisco 49ers","Atlanta Falcons",38,17,499,0,386,2,0,1,0,0,1,1,0,1985,"Dan Henning","Bill Walsh"
5,"Sun","10/6/1985","1:00PM","Indianapolis Colts","Buffalo Bills",49,17,464,1,252,3,1,0,0,1,0,0,1,1985,"Rod Dowhower","Hank Bullough"
5,"Sun","10/6/1985","1:00PM","Chicago Bears","Tampa Bay Buccaneers",27,19,433,3,373,3,0,1,0,0,1,1,0,1985,"Leeman Bennett","Mike Ditka"
5,"Sun","10/6/1985","1:00PM","Cleveland Browns","New England Patriots",24,20,447,5,400,3,1,0,0,1,0,0,1,1985,"Marty Schottenheimer","Raymond Berry"
5,"Sun","10/6/1985","1:00PM","Green Bay Packers","Detroit Lions",43,10,512,1,373,6,1,0,0,1,0,0,1,1985,"Forrest Gregg","Darryl Rogers"
5,"Sun","10/6/1985","1:00PM","Miami Dolphins","Pittsburgh Steelers",24,20,399,4,282,1,1,0,0,1,0,0,1,1985,"Don Shula","Chuck Noll"
5,"Sun","10/6/1985","1:00PM","New Orleans Saints","Philadelphia Eagles",23,21,217,2,363,5,1,0,0,1,0,0,1,1985,"Bum Phillips","Marion Campbell"
5,"Sun","10/6/1985","4:00PM","New York Jets","Cincinnati Bengals",29,20,255,1,301,1,0,1,0,0,1,1,0,1985,"Sam Wyche","Joe Walton"
5,"Sun","10/6/1985","4:00PM","Denver Broncos","Houston Oilers",31,20,362,3,321,0,1,0,0,1,0,0,1,1985,"Dan Reeves","Hugh Campbell"
5,"Sun","10/6/1985","4:00PM","Los Angeles Raiders","Kansas City Chiefs",19,10,361,0,262,1,1,0,0,1,0,0,1,1985,"Tom Flores","John Mackovic"
5,"Sun","10/6/1985","4:00PM","Los Angeles Rams","Minnesota Vikings",13,10,188,1,306,1,1,0,0,1,0,0,1,1985,"John Robinson","Bud Grant"
5,"Sun","10/6/1985","4:00PM","Seattle Seahawks","San Diego Chargers",26,21,253,1,345,5,1,0,0,1,0,0,1,1985,"Chuck Knox","Don Coryell"
5,"Sun","10/6/1985","9:00PM","Dallas Cowboys","New York Giants",30,29,423,4,473,5,0,1,0,0,1,1,0,1985,"Bill Parcells","Tom Landry"
5,"Mon","10/7/1985","9:00PM","Washington Redskins","St. Louis Cardinals",27,10,305,2,310,6,1,0,0,1,0,0,1,1985,"Joe Gibbs","Jim Hanifan"
6,"Sun","10/13/1985","1:00PM","New England Patriots","Buffalo Bills",14,3,400,4,162,4,1,0,0,1,0,0,1,1985,"Raymond Berry","Hank Bullough"
6,"Sun","10/13/1985","1:00PM","Cincinnati Bengals","New York Giants",35,30,199,0,470,4,1,0,0,1,0,0,1,1985,"Sam Wyche","Bill Parcells"
6,"Sun","10/13/1985","1:00PM","Cleveland Browns","Houston Oilers",21,6,360,4,190,2,0,1,0,0,1,1,0,1985,"Hugh Campbell","Marty Schottenheimer"
6,"Sun","10/13/1985","1:00PM","Denver Broncos","Indianapolis Colts",15,10,351,1,237,3,0,1,0,0,1,1,0,1985,"Rod Dowhower","Dan Reeves"
6,"Sun","10/13/1985","1:00PM","Philadelphia Eagles","St. Louis Cardinals",30,7,354,0,268,2,1,0,0,1,0,0,1,1985,"Marion Campbell","Jim Hanifan"
6,"Sun","10/13/1985","1:00PM","Dallas Cowboys","Pittsburgh Steelers",27,13,374,2,315,3,1,0,0,1,0,0,1,1985,"Tom Landry","Chuck Noll"
6,"Sun","10/13/1985","1:00PM","Washington Redskins","Detroit Lions",24,3,291,0,226,4,1,0,0,1,0,0,1,1985,"Joe Gibbs","Darryl Rogers"
6,"Sun","10/13/1985","1:00PM","Green Bay Packers","Minnesota Vikings",20,17,280,3,285,3,1,0,0,1,0,0,1,1985,"Forrest Gregg","Bud Grant"
6,"Sun","10/13/1985","1:00PM","Los Angeles Rams","Tampa Bay Buccaneers",31,27,282,4,210,5,0,1,0,0,1,1,0,1985,"Leeman Bennett","John Robinson"
6,"Sun","10/13/1985","4:00PM","Seattle Seahawks","Atlanta Falcons",30,26,421,3,350,1,1,0,0,1,0,0,1,1985,"Chuck Knox","Dan Henning"
6,"Sun","10/13/1985","4:00PM","Chicago Bears","San Francisco 49ers",26,10,372,1,183,2,0,1,0,0,1,1,0,1985,"Bill Walsh","Mike Ditka"
6,"Sun","10/13/1985","4:00PM","San Diego Chargers","Kansas City Chiefs",31,20,350,3,325,3,1,0,0,1,0,0,1,1985,"Don Coryell","John Mackovic"
6,"Sun","10/13/1985","4:00PM","Los Angeles Raiders","New Orleans Saints",23,13,278,1,277,4,1,0,0,1,0,0,1,1985,"Tom Flores","Bum Phillips"
